time,elapsed_time,OD_135_V,OD_Ref_V,OD_90_V,temperature_C,CO2_ppm,peltier_duty,peltier_forward,ring_light_R,ring_light_G,ring_light_B
2026-02-17 14:26:01,2.1457672119140625e-06,0.052901785714285714,0.9216875,0.048232142857142855,25.5,790,53.322569999999985,0.0,0.0,0.0,0.0
2026-02-17 14:26:21,20.000086307525635,0.05280357142857143,0.9787053571428572,0.053562500000000006,25.375,950,56.93534217337489,0.0,0.0,0.0,0.0
2026-02-17 14:26:41,40.00016951560974,0.05307142857142857,0.9636071428571429,0.047214285714285716,25.75,1230,52.252588453720804,0.0,0.0,0.0,0.0
2026-02-17 14:27:01,60.00023603439331,0.05282142857142857,1.0070803571428573,0.046839285714285715,26.437,1370,42.84955788972974,0.0,0.0,0.0,0.0
2026-02-17 14:27:21,80.00032639503479,0.05344642857142857,0.7885267857142857,0.054133928571428576,27.75,1490,30.893170433746562,0.0,0.0,0.0,0.0
2026-02-17 14:27:41,100.0004358291626,0.053196428571428575,0.8518571428571429,0.04897321428571429,28.687,1730,19.380828816000207,0.0,0.0,0.0,0.0
2026-02-17 14:28:02,120.00347995758057,0.05318055555555555,0.9071805555555557,0.0539375,29.5,1780,12.120007568889841,0.0,0.0,0.0,0.0
2026-02-17 14:28:21,140.00352549552917,0.05411607142857143,0.8566428571428572,0.05510714285714286,29.875,1820,6.185712310391649,0.0,0.0,0.0,0.0
2026-02-17 14:28:41,160.0036096572876,0.054035714285714284,0.8390625,0.05630357142857143,30.0,1890,4.676409725471719,0.0,0.0,0.0,0.0
2026-02-17 14:29:01,180.00368690490723,0.05405357142857143,0.8499732142857143,0.05227678571428572,30.0,1950,5.411109587556121,0.0,0.0,0.0,0.0
2026-02-17 14:29:21,200.00375962257385,0.054089285714285715,0.8316339285714286,0.056491071428571425,29.812,2020,7.7094152881121465,0.0,0.0,0.0,0.0
2026-02-17 14:29:41,220.003830909729,0.053901785714285715,0.8632053571428572,0.05325892857142857,29.562,2070,10.812616809593422,0.0,0.0,0.0,0.0
2026-02-17 14:30:01,240.003919839859,0.05389285714285714,0.8654642857142857,0.05367857142857143,29.375,2090,13.211385003272293,0.0,0.0,0.0,0.0
2026-02-17 14:30:21,260.0039975643158,0.0533125,0.8380446428571429,0.05594642857142857,29.312,2110,14.164337819970829,0.0,0.0,0.0,0.0
2026-02-17 14:30:41,280.0040690898895,0.053526785714285714,0.8470535714285715,0.05525,29.312,2120,14.370740386251194,0.0,0.0,0.0,0.0
2026-02-17 14:31:01,300.00414299964905,0.053937500000000006,0.9219910714285715,0.05046428571428572,29.375,2130,13.816437468377348,0.0,0.0,0.0,0.0
2026-02-17 14:31:21,320.00422382354736,0.05332142857142857,0.7984910714285715,0.05678571428571429,29.375,2140,13.255290145322068,0.0,0.0,0.0,0.0
2026-02-17 14:31:41,340.00743341445923,0.053660714285714284,0.9068571428571428,0.04978571428571429,29.437,2150,12.663467275961633,0.0,0.0,0.0,0.0
2026-02-17 14:32:01,360.0075078010559,0.053817307692307685,0.8221538461538462,0.054125000000000006,29.5,2120,12.813469455703492,0.0,0.0,0.0,0.0
