time,elapsed_time,OD_135_V,OD_Ref_V,OD_90_V,temperature_C,peltier_duty,peltier_forward,ring_light_R,ring_light_G,ring_light_B,pump_inflow_time_s,pump_outflow_time_s,ekf_od_est,ekf_growth_rate,ekf_doubling_time_s,ekf_od_std,ekf_growth_rate_std,ekf_doubling_time_std_s
2026-06-29 00:38:42,301682.1171693802,0.05888888888888889,0.7455568181818181,0.0444125,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,139980.0,153978.0,0.058583046558400624,1.000218668247856,31702.261844505505,0.031115579478266573,0.0003644047541660799,52825.19158492907
2026-06-29 00:38:52,301692.11723923683,0.058249999999999996,0.7475909090909091,0.044725,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,139980.0,153978.0,0.058249999999999996,1.000218668247856,31702.261844505505,0.05222329678670936,0.00036441161460475037,52826.18609442155
2026-06-29 00:39:02,301702.117310524,0.058555555555555555,0.7263181818181819,0.0444125,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,139980.0,153978.0,0.058555555555555555,1.000218668247856,31702.266379518762,0.05222329678670936,0.0003644184749142682,52827.1881421277
2026-06-29 00:39:12,301712.11738038063,0.059390625,0.7636125,0.044125,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,139980.0,153978.0,0.059390625,1.000218668247856,31702.261844505505,0.05222329678670936,0.00036442533509464066,52828.17505724052
2026-06-29 00:39:22,301722.11745119095,0.058362500000000005,0.7567638888888889,0.0435909090909091,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,139980.0,153978.0,0.058362500000000005,1.000218668247856,31702.264867847676,0.05222329678670936,0.00036443219514587503,52829.17454871614
2026-06-29 00:39:32,301732.11751651764,0.058375,0.7582613636363637,0.0436625,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,140010.0,154011.0,0.058375137222921494,1.0002186682475014,31702.247535034807,0.03780077749028693,0.00036443904067861855,52830.138098951364
2026-06-29 00:39:42,301742.1175849438,0.0585625,0.7292,0.04506944444444445,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,140010.0,154011.0,0.05844424939709978,1.0002186687131456,31702.18985989025,0.031115579491721154,0.0003644458572479811,52830.917620805885
2026-06-29 00:39:52,301752.11765241623,0.058958333333333335,0.7653522727272727,0.0418375,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,140010.0,154011.0,0.058958333333333335,1.0002186687131456,31702.186836554512,0.05222329678670936,0.0003644527169129294,52831.906975353966
2026-06-29 00:40:02,301762.11771941185,0.059111111111111114,0.7539886363636363,0.0433375,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,140010.0,154011.0,0.059111111111111114,1.0002186687131456,31702.185324886646,0.05222329678670936,0.00036445957644876863,52832.898830248494
2026-06-29 00:40:12,301772.11779356,0.058359375000000005,0.7633125,0.04248611111111111,30.0,3.9503484689349957,0.0,0.0,0.0,0.0,140010.0,154011.0,0.058359375000000005,1.0002186687131456,31702.207999904673,0.05222329678670936,0.00036446643585550623,52833.93097512486
