time,elapsed_time,temperature_C,OD_135_V,OD_Ref_V,OD_90_V,peltier_duty,peltier_forward,ring_light_R,ring_light_G,ring_light_B,ekf_od_est,ekf_growth_rate,ekf_doubling_time_s,ekf_od_std,ekf_growth_rate_std,ekf_doubling_time_std_s
2026-03-06 11:41:28,1.1920928955078125e-05,25.187,0.2934423076923077,0.8464423076923077,0.24675961538461538,57.82819499999999,0.0,0.0,0.0,0.0,,,,,,
2026-03-06 11:41:48,20.000125408172607,25.187,0.2984326923076923,0.7757115384615385,0.23292307692307693,59.272130767843706,0.0,0.0,0.0,0.0,0.2959375089523424,1.0000000610160302,227202960.36327788,0.03872990294016934,0.0005000041030240089,1861845297209.8286
2026-03-06 11:42:08,40.00024962425232,25.75,0.32590384615384616,0.8545865384615384,0.19734615384615387,53.11758686196326,0.0,0.0,0.0,0.0,0.30592651834300094,1.0000007979513559,17373283.647034418,0.031623122127455314,0.0005000063814946681,10886314261.16918
2026-03-06 11:42:28,60.000370264053345,26.75,0.21779807692307693,0.34386538461538463,0.21539423076923075,42.25671308629988,0.0,0.0,0.0,0.0,0.2838930710921146,0.999997487473378,inf,0.02738707253242246,0.000500005737115256,inf
2026-03-06 11:42:48,80.00383520126343,27.625,0.27497115384615384,0.5536442307692307,0.1547019230769231,29.51156404109357,0.0,0.0,0.0,0.0,0.2821078655956109,0.9999970505471776,inf,0.02449662314695699,0.0005000017418419349,inf
2026-03-06 11:43:08,100.00397682189941,28.875,0.27965384615384614,0.5330384615384616,0.1263269230769231,17.947632584259495,0.0,0.0,0.0,0.0,0.2816980645993866,0.9999969023716855,inf,0.022363533558316502,0.0004999936072302459,inf
2026-03-06 11:43:28,120.0041184425354,29.312,0.30650961538461535,0.6872596153846154,0.098,9.888587927452324,0.0,0.0,0.0,0.0,0.2852433214379997,0.9999986860877009,inf,0.020706339363507124,0.000499980518011358,inf
2026-03-06 11:43:48,140.0042381286621,29.875,0.2385673076923077,0.4388365384615385,0.13899999999999998,6.940189686638115,0.0,0.0,0.0,0.0,0.27940464090658484,0.9999947797374171,inf,0.019371306325720893,0.0004999615000624493,inf
2026-03-06 11:44:08,160.00437808036804,30.187,0.2978461538461538,0.5729038461538462,0.09561538461538463,3.154113594499811,0.0,0.0,0.0,0.0,0.2814543606734989,0.9999965331857755,inf,0.018266144537570986,0.0004999359869098829,inf
2026-03-06 11:44:28,180.00776267051697,30.187,0.3213846153846154,1.2835,0.052326923076923076,3.098010962913021,0.0,0.0,0.0,0.0,0.28545186276292617,1.0000007920170022,17506309.94346634,0.01733211761871627,0.0004999030589376459,11049578988.126972
