time,elapsed_time,OD_135_V,OD_Ref_V,OD_90_V,temperature_C,CO2_ppm,peltier_duty,peltier_forward,ring_light_R,ring_light_G,ring_light_B
2026-02-13 17:09:40,1.9073486328125e-06,0.04958928571428572,0.8187410714285714,0.04498214285714286,23.312,626,70.0,0.0,0.0,0.0,0.0
2026-02-13 17:10:00,20.000074863433838,0.04972321428571429,0.8531964285714286,0.04341071428571429,23.375,601,70.0,0.0,0.0,0.0,0.0
2026-02-13 17:10:20,40.00014901161194,0.04964285714285715,0.8302142857142857,0.04391071428571429,23.812,610,70.0,0.0,0.0,0.0,0.0
2026-02-13 17:10:40,60.00022077560425,0.0498125,0.8199017857142857,0.046017857142857145,25.437,602,59.55224559268713,0.0,0.0,0.0,0.0
2026-02-13 17:11:00,80.00028967857361,0.05047321428571429,0.8692946428571429,0.04661607142857143,27.0,603,41.87736011528133,0.0,0.0,0.0,0.0
2026-02-13 17:11:20,100.00259232521057,0.05057142857142858,0.7146339285714286,0.04832142857142857,28.5,600,24.48216840547441,0.0,0.0,0.0,0.0
2026-02-13 17:11:40,120.00264191627502,0.051241071428571434,0.847125,0.046276785714285715,29.625,602,11.207247250989662,0.0,0.0,0.0,0.0
2026-02-13 17:12:00,140.00271224975586,0.051169642857142865,0.863482142857143,0.044937500000000005,30.312,602,3.6839288336634493,0.0,0.0,0.0,0.0
2026-02-13 17:12:20,160.00277876853943,0.05073214285714286,0.8500357142857143,0.044901785714285714,30.625,600,0.23137298130154615,1.0,0.0,0.0,0.0
2026-02-13 17:12:40,180.00284934043884,0.05060714285714286,0.9095982142857143,0.04244642857142857,30.562,600,0.3512964102959488,0.0,0.0,0.0,0.0
2026-02-13 17:13:00,200.00291657447815,0.05108928571428572,0.7207946428571429,0.04188392857142857,30.312,616,3.2342198809110965,0.0,0.0,0.0,0.0
2026-02-13 17:13:20,220.00298023223877,0.05094642857142857,0.707232142857143,0.04290178571428571,30.0,603,6.950169492573736,0.0,0.0,0.0,0.0
2026-02-13 17:13:41,240.00304412841797,0.050598214285714295,0.7029375,0.04294642857142857,29.75,600,9.997120157672164,0.0,0.0,0.0,0.0
2026-02-13 17:14:00,260.0031101703644,0.050682692307692304,0.7006153846153846,0.042067307692307696,29.562,613,12.365696619544014,0.0,0.0,0.0,0.0
2026-02-13 17:14:20,280.00659227371216,0.05026785714285715,0.6835982142857143,0.04179464285714286,29.5,614,13.255048529748915,0.0,0.0,0.0,0.0
2026-02-13 17:14:40,300.0066637992859,0.05097115384615385,0.7044134615384615,0.04208653846153846,29.5,600,13.405050428752897,0.0,0.0,0.0,0.0
2026-02-13 17:15:00,320.00673174858093,0.050741071428571434,0.6913035714285715,0.04200892857142857,29.562,611,12.797102175214274,0.0,0.0,0.0,0.0
2026-02-13 17:15:20,340.0067570209503,0.05100892857142857,0.6971875000000001,0.04246428571428572,29.625,601,11.414403594789489,0.0,0.0,0.0,0.0
2026-02-13 17:15:40,360.00684237480164,0.050875000000000004,0.7004642857142857,0.04782142857142857,29.75,618,10.747579854683874,0.0,0.0,0.0,0.0
2026-02-13 17:16:00,380.0069103240967,0.05122321428571429,0.7142589285714286,0.04277678571428572,29.812,604,10.073930775597079,0.0,0.0,0.0,0.0
2026-02-13 17:16:20,400.00697922706604,0.051562500000000004,0.7109553571428571,0.04296428571428572,29.812,711,9.364881476447579,0.0,0.0,0.0,0.0
2026-02-13 17:16:40,420.0070471763611,0.051187500000000004,0.7165714285714285,0.04403571428571429,29.875,710,8.653731909878235,0.0,0.0,0.0,0.0
2026-02-13 17:17:00,440.0071153640747,0.051303571428571434,0.7490357142857142,0.049553571428571426,29.875,709,8.681932305929642,0.0,0.0,0.0,0.0
2026-02-13 17:17:20,460.0071790218353,0.051437500000000004,0.8230982142857143,0.04453571428571429,29.875,709,8.700832550160868,0.0,0.0,0.0,0.0
2026-02-13 17:17:40,480.00725841522217,0.05095535714285714,0.8122321428571428,0.045633928571428575,29.875,707,9.477683005063533,0.0,0.0,0.0,0.0
2026-02-13 17:18:00,500.00732016563416,0.0516875,0.7688482142857144,0.04835714285714286,29.875,709,9.515184290288685,0.0,0.0,0.0,0.0
2026-02-13 17:18:20,520.0073914527893,0.05126785714285714,0.8090446428571428,0.04686607142857143,29.875,706,9.557409889880416,0.0,0.0,0.0,0.0
2026-02-13 17:18:40,540.0074574947357,0.0515,0.6737678571428571,0.04235714285714286,29.812,705,9.60436051785707,0.0,0.0,0.0,0.0
2026-02-13 17:19:00,560.0075280666351,0.05103571428571429,0.6943482142857142,0.04230357142857143,29.875,713,10.412036314190608,0.0,0.0,0.0,0.0
