time,CO2_ppm,CO2_2_ppm,O2_percent,temperature_C,OD_Trx_V,OD_Sct_V,OD_Ref_V,OD_90_V,OD_135_V
2.1457672119140625e-06,nan,49900.0,20.26,33.687,,,0.520982142857143,0.03917857142857144,0.03476785714285714
5.000080585479736,nan,49990.0,20.26,33.562,,,0.5784196428571429,0.04132142857142857,0.03505357142857144
10.000174045562744,nan,50080.0,20.18,33.375,,,0.5594285714285715,0.03861607142857143,0.03528571428571429
15.000245094299316,nan,50090.0,20.18,33.25,,,0.5677053571428572,0.040223214285714286,0.03516071428571429
20.000331163406372,nan,50090.0,20.18,33.125,,,0.5622053571428571,0.040258928571428564,0.03525892857142857
25.000402688980103,nan,50090.0,20.18,33.0,,,0.5782678571428572,0.04053571428571428,0.03383035714285714
30.000484228134155,nan,50110.0,20.18,32.875,,,0.5148035714285714,0.04212500000000001,0.03635714285714286
35.00057077407837,nan,50110.0,20.2,32.812,,,0.5668482142857142,0.038571428571428576,0.034124999999999996
40.000648736953735,nan,50120.0,20.2,32.75,,,0.5659017857142857,0.040464285714285717,0.034116071428571426
45.00072193145752,nan,50120.0,20.18,32.687,,,0.5650625,0.037901785714285714,0.03524107142857143
50.00079965591431,nan,50090.0,20.18,32.625,,,0.5840089285714285,0.04008928571428571,0.03451785714285714
55.00087547302246,nan,50050.0,20.18,32.562,,,0.5763660714285714,0.038767857142857146,0.034776785714285725
60.00099754333496,nan,49830.0,20.18,32.562,,,0.5680982142857143,0.04225892857142858,0.034973214285714295
65.00108599662781,nan,49650.0,20.25,32.562,,,0.5655446428571429,0.04076785714285713,0.03410714285714286
70.00116181373596,nan,49450.0,20.26,32.5,,,0.5772589285714285,0.04047321428571428,0.03390178571428572
75.00125479698181,nan,49220.0,20.25,32.5,,,0.5699910714285714,0.04117857142857143,0.03402678571428571
80.00133085250854,nan,49060.0,20.23,32.5,,,0.5621964285714286,0.040035714285714286,0.03425
85.00140833854675,nan,48770.0,20.21,32.5,,,0.5690625,0.04031250000000001,0.03356250000000001
90.00148296356201,nan,48520.0,20.2,32.5,,,0.5720892857142857,0.04019642857142858,0.03527678571428572
95.0015664100647,nan,48380.0,20.26,32.562,,,0.5574910714285715,0.04078571428571428,0.034919642857142864
100.00173234939575,nan,47810.0,20.26,32.562,,,0.5627232142857143,0.03983928571428572,0.03483928571428572
105.00180721282959,nan,47150.0,20.26,32.562,,,0.5729464285714286,0.03961607142857143,0.03524107142857143
110.00189328193665,nan,46690.0,20.26,32.562,,,0.5608571428571428,0.03949999999999999,0.034080357142857155
115.00198197364807,nan,46490.0,20.26,32.562,,,0.5253660714285714,0.038375,0.03407142857142857
120.00205779075623,nan,46070.0,20.26,32.625,,,0.5950714285714286,0.028071428571428574,0.02121428571428571
125.00213384628296,nan,45800.0,20.26,32.625,,,0.5981339285714286,0.029392857142857144,0.020973214285714283
130.0022132396698,nan,45260.0,20.26,32.625,,,0.5916071428571429,0.029973214285714287,0.021116071428571425
135.00229454040527,nan,45280.0,20.26,32.625,,,0.5991249999999999,0.03020535714285714,0.02177678571428571
140.0023684501648,nan,45230.0,20.26,32.75,,,0.6015178571428572,0.028767857142857144,0.021124999999999998
145.00244641304016,nan,45180.0,20.26,32.875,,,0.6021607142857144,0.030178571428571437,0.021794642857142856
