time,CO2_ppm,O2_percent
1763049076.1996348,1710,21.04
1763049080.8739433,1750,21.04
1763049085.8740063,1800,21.04
1763049090.8740513,1940,21.04
1763049095.874184,2020,21.03
1763049100.8741813,2110,21.03
1763049105.8742695,2150,21.03
1763049110.8744226,2180,21.03
1763049115.874426,2180,21.03
1763049120.8745873,2190,21.02
1763049125.8748467,2170,21.03
1763049130.8749862,2180,21.02
1763049135.8752804,2190,21.02
1763049140.8751132,2200,21.01
1763049145.8752563,2200,21.01
1763049150.875273,2200,21.01
1763049155.8754137,2210,21.0
1763049160.8757186,2190,21.0
1763049165.8757977,2190,21.0
1763049170.8759053,2160,21.0
1763049175.8788702,2130,21.0
1763049180.876057,2130,21.0
1763049185.8761284,2100,20.99
1763049190.8762658,2050,21.0
1763049195.876309,2030,20.99
1763049200.8764257,1990,21.0
1763049205.8764706,1980,20.99
1763049210.8765285,1980,20.99
1763049215.876667,1980,21.0
1763049220.876704,1950,21.0
1763049225.8768375,1950,20.99
1763049230.8768768,1950,20.99
1763049235.876937,1960,20.99
1763049240.8770633,1940,20.99
1763049245.877094,1940,20.99
1763049250.8771691,1930,20.98
1763049255.8772624,1920,20.99
1763049260.8774002,1910,21.0
1763049265.8774238,1910,21.01
1763049270.8775024,1910,21.0
1763049275.877638,1910,21.0
1763049280.8776693,1890,21.0
1763049285.8778157,1900,20.99
1763049290.8778214,1890,21.0
1763049295.877913,1890,20.99
1763049300.878033,1890,21.0
1763049305.8781142,1880,21.0
1763049310.8781505,1870,21.0
1763049315.8782322,1890,20.99
1763049320.8783739,1890,20.99
1763049325.8784196,1890,20.98
1763049330.8785033,1880,20.98
1763049335.8785768,1880,20.98
1763049340.8786438,1880,20.99
1763049345.8787766,1880,20.98
1763049350.9118414,1870,20.99
1763049355.8789258,1860,20.99
1763049360.8819957,1860,20.99
1763049365.8821082,1860,20.99
1763049370.8821466,1850,20.99
1763049375.8822227,1850,20.99
1763049380.8823538,1850,20.99
1763049385.882378,1850,21.0
1763049390.8825154,1840,21.0
1763049395.8825624,1840,21.0
1763049400.88262,1840,21.0
1763049405.8827438,1840,21.01
1763049410.8827822,1830,20.99
1763049415.8829107,1820,20.99
1763049420.8829355,1810,20.99
1763049425.883053,1810,20.99
1763049430.8830812,1810,21.0
1763049435.8831534,1800,21.0
1763049440.883277,1790,21.0
1763049445.8833246,1790,21.0
1763049450.8834589,1790,21.0
1763049455.8834786,1780,20.99
1763049460.8836014,1790,21.0
1763049465.8836434,1780,20.99
1763049470.883721,1780,20.99
1763049475.8838546,1790,20.99
1763049480.8838992,1790,20.99
1763049485.8840141,1810,20.99
1763049490.8840382,1850,20.99
1763049495.8841794,1980,20.99
1763049500.8841934,2270,20.99
1763049505.8842726,3960,20.98
1763049510.8844006,5300,20.97
1763049515.884412,8120,20.97
1763049520.8845706,10510,20.95
1763049525.8845878,13550,20.93
1763049530.884706,15490,20.9
1763049535.8847198,18200,20.88
1763049540.8848145,19740,20.86
1763049545.8849525,21950,20.82
1763049550.884967,23890,20.81
1763049555.8851037,26600,20.8
1763049560.885128,28240,20.76
1763049565.88527,30420,20.74
1763049570.885285,32110,20.73
1763049575.885359,34430,20.71
1763049580.885494,35560,20.68
1763049585.8855066,37270,20.66
1763049590.8856564,38240,20.64
1763049595.8856966,39180,20.61
1763049600.88577,40430,20.59
1763049605.8858914,41150,20.58
1763049610.8859196,41810,20.57
1763049615.8859942,42630,20.55
1763049620.8860555,43010,20.53
1763049625.8862054,43410,20.51
1763049630.8862276,44190,20.5
1763049635.8862839,44760,20.49
1763049640.8864243,46060,20.46
1763049645.8864603,46380,20.44
1763049650.886601,46750,20.43
1763049655.9206884,46990,20.42
1763049660.8867693,47420,20.42
1763049665.8867805,47600,20.41
1763049670.8868551,48210,20.4
1763049675.8869839,48550,20.39
1763049680.8870175,48950,20.37
1763049685.8871436,49730,20.36
1763049690.8871562,50470,20.35
1763049695.8872848,50860,20.35
1763049700.887305,51140,20.35
1763049705.8874063,51360,20.34
1763049710.887521,51760,20.34
1763049715.8875754,52050,20.34
1763049720.8876941,52390,20.34
1763049725.8877,52540,20.33
1763049730.8878307,52670,20.32
1763049735.8878555,52790,20.33
1763049740.8879619,52850,20.32
1763049745.888099,52890,20.31
1763049750.8881392,52700,20.31
1763049755.8882732,52710,20.31
1763049760.8882806,52710,20.31
1763049765.8883922,52720,20.31
1763049770.8884223,52810,20.31
1763049775.8885293,53000,20.3
1763049780.8886693,53190,20.3
1763049785.8886812,53300,20.29
1763049790.888746,53610,20.28
1763049795.888831,53790,20.28
1763049800.8889341,54080,20.28
1763049805.8889709,54340,20.29
1763049810.8890812,55200,20.27
1763049815.8891845,55660,20.26
1763049820.889211,55970,20.26
1763049825.8893518,56230,20.26
1763049830.8893614,56750,20.24
1763049835.88947,56780,20.24
1763049840.8896055,57120,20.23
1763049845.8896158,57230,20.22
1763049850.8897476,57350,20.21
1763049855.8897676,57520,20.21
1763049860.889916,57740,20.2
1763049865.8899188,57840,20.2
1763049870.8900313,58230,20.2
1763049875.8901427,58830,20.2
1763049880.8901694,59180,20.19
1763049885.8902938,59260,20.19
1763049890.8903184,59500,20.19
1763049895.8904402,59760,20.19
1763049900.8904803,59950,20.19
1763049905.8905647,60310,20.19
1763049910.8906896,60360,20.19
1763049915.8907187,60380,20.18
1763049920.8908346,60280,20.19
1763049925.8908825,60240,20.18
1763049930.8910189,60020,20.19
1763049935.891044,59720,20.19
1763049940.8911211,59530,20.19
1763049945.891241,59240,20.19
1763049950.8988352,58900,20.19
1763049955.8913515,58370,20.19
1763049960.8914971,57940,20.19
1763049965.891539,57520,20.2
1763049970.8915608,57310,20.2
1763049975.8916702,57080,20.2
1763049980.8917947,56940,20.21
1763049985.89182,56740,20.23
1763049990.89194,56750,20.22
1763049995.891997,56860,20.22
1763050000.8920653,56860,20.21
1763050005.8921697,56910,20.21
1763050010.8922002,56980,20.21
1763050015.8923204,57030,20.2
1763050020.892358,57030,20.21
1763050025.8924391,57050,20.21
1763050030.8945968,57050,20.2
1763050035.8926585,57080,20.2
1763050040.8927011,57080,20.21
1763050045.8927763,57090,20.21
1763050050.8929007,57110,20.2
1763050055.8929207,57150,20.2
1763050060.89299,57170,20.2
1763050065.893081,57150,20.21
1763050070.8931878,57180,20.21
1763050075.8932252,57180,20.21
1763050080.893339,57200,20.21
1763050085.8934352,57210,20.21
1763050090.8934684,57200,20.21
1763050095.893594,57170,20.21
1763050100.893623,57150,20.21
1763050105.8936963,57050,20.21
1763050110.8938184,56980,20.21
1763050115.893836,56850,20.22
1763050120.8939898,56520,20.22
1763050125.8952947,56020,20.22
1763050130.8941424,55650,20.23
1763050135.8941622,54960,20.25
1763050140.8942537,54530,20.25
1763050145.8943713,53910,20.25
1763050150.8944008,53540,20.26
1763050155.8945422,53300,20.26
1763050160.8945756,53250,20.27
1763050165.8946388,53010,20.27
1763050170.8947828,53040,20.27
1763050175.8948154,53080,20.27
1763050180.8949354,53180,20.27
1763050185.8949466,53050,20.27
1763050190.8950806,53090,20.27
1763050195.8984852,53070,20.27
1763050200.8951843,53090,20.27
1763050205.8953216,53080,20.27
1763050210.895335,53110,20.27
1763050215.8954732,53110,20.27
1763050220.8957007,53140,20.27
1763050225.895876,53120,20.27
1763050230.8959196,53120,20.27
1763050235.895961,53140,20.27
1763050240.8960779,53140,20.27
1763050245.8961005,53140,20.27
1763050250.8961816,53110,20.27
1763050255.929414,53090,20.27
1763050260.8964186,53110,20.27
1763050265.896415,53140,20.27
1763050270.896505,53110,20.27
1763050275.8966355,53110,20.27
1763050280.8966737,53070,20.27
1763050285.896819,53010,20.27
1763050290.8968391,52830,20.28
1763050295.8969755,52740,20.28
1763050300.8970032,52460,20.28
1763050305.8970792,52140,20.3
1763050310.897216,51740,20.3
1763050315.897231,51420,20.31
1763050320.8973165,50870,20.32
1763050325.8974414,50460,20.32
1763050330.8975127,49970,20.33
1763050335.8975232,49770,20.33
1763050340.89759,49450,20.34
1763050345.897717,49500,20.34
1763050350.8977633,49560,20.34
1763050355.8978972,49520,20.34
1763050360.8979077,49440,20.34
1763050365.8979945,49350,20.34
1763050370.8981302,49300,20.34
1763050375.8981574,49240,20.34
1763050380.8982873,49230,20.34
1763050385.9019938,49220,20.34
1763050390.902138,49100,20.34
1763050395.9021583,49100,20.34
1763050400.902243,49050,20.34
1763050405.9023943,49020,20.34
1763050410.9024358,48910,20.34
1763050415.9025717,48910,20.34
1763050420.9025948,48940,20.34
1763050425.9027207,48970,20.34
1763050430.902746,48970,20.34
1763050435.9028227,48970,20.34
1763050440.90296,48950,20.34
1763050445.902998,48950,20.34
1763050450.9031146,48970,20.35
1763050455.9059947,48950,20.34
1763050460.9060833,48900,20.35
1763050465.9062414,48850,20.35
1763050470.9062452,48720,20.35
1763050475.9063246,48590,20.35
1763050480.9064038,48160,20.35
1763050485.906531,47870,20.35
1763050490.9065676,47400,20.35
1763050495.9066565,47030,20.36
1763050500.9067888,46600,20.36
1763050505.9068086,46260,20.36
1763050510.9069438,45880,20.37
1763050515.9070232,45830,20.37
1763050520.9070618,45700,20.39
1763050525.9095595,45620,20.4
1763050530.907259,45580,20.4
1763050535.9072964,45410,20.39
1763050540.907374,45330,20.4
1763050545.9075084,45330,20.39
1763050550.908532,45360,20.39
1763050555.907693,45330,20.4
1763050560.942888,45300,20.4
1763050565.9077837,45200,20.4
1763050570.9079313,45190,20.39
1763050575.9079309,45230,20.39
1763050580.9080613,45230,20.39
1763050585.9081001,45270,20.4
1763050590.9081945,45180,20.4
1763050595.90825,45080,20.4
1763050600.9083276,45000,20.4
1763050605.9084601,45040,20.4
1763050610.9084845,45040,20.4
1763050615.9086232,45080,20.4
1763050620.908652,45050,20.4
1763050625.9087815,45040,20.4
1763050630.9087784,45010,20.4
1763050635.9088683,45020,20.4
1763050640.9090137,44960,20.41
1763050645.909032,44760,20.41
1763050650.9091008,44550,20.41
1763050655.9091911,44200,20.41
1763050660.9092782,43940,20.41
1763050665.9093366,43210,20.42
1763050670.909421,42880,20.42
1763050675.9095836,42490,20.42
1763050680.909599,42260,20.42
1763050685.909719,41910,20.42
1763050690.909757,41760,20.42
1763050695.9098368,41820,20.42
1763050700.9099863,41720,20.43
1763050705.9100053,41710,20.44
1763050710.9100783,41650,20.44
1763050715.9101474,41580,20.43
1763050720.9102666,41650,20.43
1763050725.9103024,41650,20.44
1763050730.9103627,41580,20.43
1763050735.9105022,41620,20.43
1763050740.910533,41530,20.43
1763050745.9106617,41450,20.43
1763050750.9139836,41450,20.43
1763050755.914103,41390,20.43
1763050760.914123,41410,20.43
1763050765.9141917,41310,20.43
1763050770.9143212,41260,20.44
1763050775.914336,41260,20.44
1763050780.9144785,41250,20.43
1763050785.9145105,41230,20.44
1763050790.9146326,41250,20.44
1763050795.9146423,41280,20.44
1763050800.9147322,41290,20.44
1763050805.914857,41280,20.44
1763050810.914879,41240,20.45
1763050815.9150193,41210,20.45
1763050820.9150395,41080,20.44
1763050825.9151847,40940,20.45
1763050830.9152093,40710,20.45
1763050835.915289,40560,20.45
1763050840.9154174,40200,20.45
1763050845.9154537,39580,20.46
